t (s),acceleration (m/s^2),veh_id,position_x (m),position_y (m),vitesse (m/s)
38.7,-0.054345132484884956,f_0.8,-27.577325981251292,-1.6,0.07181429983276896
38.7,-0.34209592181298376,f_0.9,-35.531249137386666,-1.6,0.4885031554957804
38.8,-2.175066079201775,f_0.10,-49.836214926502976,-1.6,4.835501643518047
38.8,-2.108772118249682,f_0.11,-70.3435271043052,-1.6,8.430713071607578
38.8,2.128693098248915,f_0.12,-89.50765254364816,-1.6,4.466797898319476
38.8,0.0,f_0.5,-5.001000031780748,-1.6,0.0
38.8,-0.00021256944424053327,f_0.6,-12.502307784307476,-1.6,0.0003413759933501539
38.8,-0.006218309896722177,f_0.7,-20.009472402486438,-1.6,0.006538339712912641
38.8,-0.058292300246864104,f_0.8,-27.570727474270484,-1.6,0.06598506980808255
38.8,-0.46926650824712035,f_0.9,-35.48709148691955,-1.6,0.44157650467106835
38.9,-2.8216178944877957,f_0.10,-49.38088094109605,-1.6,4.553339854069267
38.9,-3.1427552085142096,f_0.11,-69.53188334922957,-1.6,8.116437550756157
38.9,2.1700894084991873,f_0.12,-89.03927185973123,-1.6,4.683806839169395
38.9,0.0,f_0.5,-5.001000031780748,-1.6,0.0
38.9,-0.00041893459895062286,f_0.6,-12.502277836054134,-1.6,0.00029948253345509163
38.9,-0.006562095190881176,f_0.7,-20.008884189467054,-1.6,0.0058821301938245234
38.9,-0.058207719385073645,f_0.8,-27.56471104448353,-1.6,0.06016429786957519
38.9,-0.35851875867991045,f_0.9,-35.44651902403925,-1.6,0.4057246288030773
39.0,-1.1508039608130893,f_0.10,-48.93705499529726,-1.6,4.438259457987958
39.0,-2.41103048635134,f_0.11,-68.74434989901746,-1.6,7.875334502121023
39.0,1.3624269566033043,f_0.12,-88.55726690624826,-1.6,4.820049534829725
39.0,0.0,f_0.5,-5.001000031780748,-1.6,0.0
39.0,-0.0003096202004089526,f_0.6,-12.5022509840028,-1.6,0.00026852051341419637
39.0,-0.004353448458399925,f_0.7,-20.00833951093226,-1.6,0.005446785347984531
39.0,-0.07804006466034429,f_0.8,-27.559475015343182,-1.6,0.05236029140354076
39.0,-0.3151519664680119,f_0.9,-35.409098080823625,-1.6,0.3742094321562761
39.1,-3.282473986870995,f_0.10,-48.526053789367175,-1.6,4.110012059300859
39.1,-1.6320783375417314,f_0.11,-67.97313723218079,-1.6,7.7121266683668495
39.1,1.9968507728306584,f_0.12,-88.05529344503698,-1.6,5.019734612112791
39.1,2.508764169069473,f_0.5,-4.975912390090059,-1.6,0.2508764169069473
39.1,-0.0002916253305795566,f_0.6,-12.502227048204759,-1.6,0.0002393579803562407
39.1,-0.004495335134442812,f_0.7,-20.0078397857488,-1.6,0.00499725183454025
39.1,-0.03194977506711612,f_0.8,-27.5545584839535,-1.6,0.04916531389682915
39.1,-0.42504253168507755,f_0.9,-35.37592756292484,-1.6,0.33170517898776836
39.2,-0.8060152560851908,f_0.10,-48.123112735997935,-1.6,4.02941053369234
39.2,-1.7326266385785694,f_0.11,-67.21925083172988,-1.6,7.5388640045089925
39.2,2.2536999613279463,f_0.12,-87.53078298421242,-1.6,5.245104608245586
39.2,2.538197845908292,f_0.5,-4.925442769940275,-1.6,0.5046962014977765
39.2,0.24755268088885315,f_0.6,-12.499727585597839,-1.6,0.024994626069241556
39.2,-0.0042102772975291785,f_0.7,-20.00738216333832,-1.6,0.004576224104787332
39.2,-0.03817925695051773,f_0.8,-27.550023745133316,-1.6,0.045347388201777375
39.2,-0.2458745090610054,f_0.9,-35.34521579011668,-1.6,0.3071177280816678
39.3,-2.5311391806118966,f_0.10,-47.74548307443483,-1.6,3.77629661563115
39.3,-1.2271858489037424,f_0.11,-66.47763628976803,-1.6,7.416145419618618
39.3,1.4348539558937734,f_0.12,-86.99192398382893,-1.6,5.388590003834963
39.3,0.0,f_0.13,-94.9,-1.6,0.0
39.3,2.2487843384767525,f_0.5,-4.852485306405725,-1.6,0.7295746353454517
39.3,0.5290340606070997,f_0.6,-12.491937782384838,-1.6,0.07789803212995153
39.3,0.02017194902096261,f_0.7,-20.006722821437634,-1.6,0.006593419006883593
39.3,-0.05126183465959444,f_0.8,-27.546001624659738,-1.6,0.04022120473581793
39.3,-0.1600831073875819,f_0.9,-35.316104848382395,-1.6,0.2911094173429096
39.4,-1.5503426823901956,f_0.10,-47.38335683969561,-1.6,3.6212623473921304
39.4,-2.2765327654629175,f_0.11,-65.75878707546079,-1.6,7.1884921430723265
39.4,2.262346039619292,f_0.12,-86.43044152304924,-1.6,5.614824607796892
39.4,2.534531453156378,f_0.13,-94.87465468546844,-1.6,0.25345314531563784
39.4,2.3971287074756487,f_0.5,-4.755556555796417,-1.6,0.9692875060930166
39.4,0.8755145004814082,f_0.6,-12.475392834167025,-1.6,0.16544948217809236
39.4,0.06520572551618878,f_0.7,-20.00541142228178,-1.6,0.013113991558502472
39.4,-0.03816657496711631,f_0.8,-27.54236116993583,-1.6,0.0364045472391063
39.4,-0.25614855855649044,f_0.9,-35.289555392233666,-1.6,0.2654945614872606
39.5,-2.1200908915148364,f_0.10,-47.04243151387155,-1.6,3.4092532582406467
39.5,-1.7594544278161273,f_0.11,-65.05753240543172,-1.6,7.012546700290714
39.5,1.480732977832666,f_0.12,-85.85415173249122,-1.6,5.762897905580159
39.5,2.592434560628876,f_0.13,-94.82338502533058,-1.6,0.5126966013785255
39.5,2.5664913842390025,f_0.5,-4.632962891344732,-1.6,1.2259366445169169
39.5,1.0083875501006712,f_0.6,-12.448764010448215,-1.6,0.26628823718815947
39.5,0.15854538692713016,f_0.7,-20.00251456925666,-1.6,0.02896853025121549
39.5,-0.022464950987347368,f_0.8,-27.538945364721798,-1.6,0.03415805214037156
39.5,-0.26540097422850767,f_0.9,-35.265659945827224,-1.6,0.23895446406440982
39.6,-2.6887331533047476,f_0.10,-46.728393519580536,-1.6,3.140379942910172
39.6,-2.4486817360812996,f_0.11,-64.38076455276347,-1.6,6.767678526682584
39.6,1.400670027313753,f_0.12,-85.26385524166007,-1.6,5.902964908311534
39.6,2.394090338208492,f_0.13,-94.74817446181065,-1.6,0.7521056351993747
39.6,2.4948707676493687,f_0.5,-4.485420519216547,-1.6,1.4754237212818537
39.6,1.5135158270229458,f_0.6,-12.407000028459166,-1.6,0.41763981989045407
39.6,0.2121324751079383,f_0.7,-19.997496391480453,-1.6,0.05018177776200932
39.6,-0.00336320848589311,f_0.8,-27.535563191592615,-1.6,0.03382173129178225
39.6,-0.1786222139913643,f_0.9,-35.243550721560695,-1.6,0.2210922426652734
39.7,-0.6340809506732858,f_0.10,-46.42069633479625,-1.6,3.0769718478428434
39.7,-2.5457199758665894,f_0.11,-63.72945389985387,-1.6,6.513106529095925
39.7,1.3143711021402815,f_0.12,-84.6604150398075,-1.6,6.0344020185255625
39.7,2.358722743805348,f_0.13,-94.64937667085266,-1.6,0.9879779095799095
39.7,2.2622629527256755,f_0.5,-4.3152555175610985,-1.6,1.7016500165544213
39.7,1.4267679585231996,f_0.6,-12.350968366884885,-1.6,0.560316615742774
39.7,0.3513102721811504,f_0.7,-19.988965110982434,-1.6,0.08531280498012436
39.7,0.01580822752761467,f_0.8,-27.532022936188156,-1.6,0.03540255404454372
39.7,-0.18309606748018126,f_0.9,-35.223272457968974,-1.6,0.20278263591725526
39.8,-1.8125462771009904,f_0.10,-46.13112461278297,-1.6,2.8957172201327444
39.8,-2.111733773778397,f_0.11,-63.099260584682064,-1.6,6.301933151718085
39.8,1.3124943140195633,f_0.12,-84.04384989481476,-1.6,6.165651449927519
39.8,2.570590005932707,f_0.13,-94.52487297983534,-1.6,1.2450369101731802
39.8,1.90460002464516,f_0.5,-4.126044515659203,-1.6,1.8921100190189373
39.8,1.6885668817907828,f_0.6,-12.278051036492698,-1.6,0.7291733039218523
39.8,0.6098425430665777,f_0.7,-19.97433540505375,-1.6,0.14629705928678213
39.8,0.06177377780295777,f_0.8,-27.527864943005667,-1.6,0.041579931824839496
39.8,-0.2023225262824377,f_0.9,-35.20501741964007,-1.6,0.1825503832890115
39.9,-2.9403323628525557,f_0.10,-45.87095621439822,-1.6,2.601683983847489
39.9,-0.6449223521020997,f_0.11,-62.47551649303128,-1.6,6.237440916507875
39.9,1.562656039115975,f_0.12,-83.41165818943085,-1.6,6.321917053839116
39.9,2.2993485080105347,f_0.13,-94.37737580373792,-1.6,1.4749717609742337
39.9,1.9025513307913444,f_0.5,-3.917808000449398,-1.6,2.0823651520980717
39.9,1.6017458039285348,f_0.6,-12.189116248061225,-1.6,0.8893478843147058
39.9,0.673622680871715,f_0.7,-19.952969472316354,-1.6,0.21365932737395363
39.9,0.10227231761552477,f_0.8,-27.52268422664703,-1.6,0.05180716358639197
39.9,-0.11844627537575259,f_0.9,-35.187946844064925,-1.6,0.17070575575143623
40.0,-1.293143327372941,f_0.10,-45.623719249287205,-1.6,2.4723696511101947
40.0,-3.2194447371842205,f_0.11,-61.88396684875234,-1.6,5.915496442789453
40.0,1.9329798405989962,f_0.12,-82.76013668564094,-1.6,6.515215037899016
40.0,2.103992333946074,f_0.13,-94.20883870430103,-1.6,1.685370994368841
40.0,1.6372900841641513,f_0.5,-3.6931985843979493,-1.6,2.246094160514487
40.0,1.5713599060010108,f_0.6,-12.084467860569745,-1.6,1.0464838749148069
40.0,0.8411809547187956,f_0.7,-19.923191730031775,-1.6,0.2977774228458332
40.0,0.14469314282259746,f_0.8,-27.51605657886016,-1.6,0.06627647786865172
40.0,-0.1376038963890608,f_0.9,-35.172252307453675,-1.6,0.15694536611253015
40.1,-0.8597021225630463,f_0.10,-45.38507930540182,-1.6,2.38639943885389
40.1,-0.9346136043602105,f_0.11,-61.30176334051699,-1.6,5.822035082353432
40.1,2.1280822851927894,f_0.12,-82.08733435899912,-1.6,6.728023266418295
40.1,2.2504645024584646,f_0.13,-94.01779695983956,-1.6,1.9104174446146875
40.1,2.548968250011403,f_0.5,-3.4430994858463864,-1.6,2.500990985515627
40.1,1.7017518929896935,f_0.6,-11.962801954148361,-1.6,1.2166590642137762
40.1,0.9960283803368253,f_0.7,-19.88345370394383,-1.6,0.3973802608795157
40.1,0.22136705438517007,f_0.8,-27.507215260529435,-1.6,0.08841318330716873
40.1,-0.024212238769752703,f_0.9,-35.156799893230115,-1.6,0.15452414223555488
40.2,-2.2415236875477618,f_0.10,-45.1688545983919,-1.6,2.162247070099114
40.2,-2.240622687563887,f_0.11,-60.741966059157285,-1.6,5.5979728135970435
40.2,1.3508271610829947,f_0.12,-81.40102376074645,-1.6,6.863105982526594
40.2,2.1733084940903735,f_0.13,-93.8050221304372,-1.6,2.127748294023725
40.2,2.031430286704561,f_0.5,-3.172686084427778,-1.6,2.7041340141860832
40.2,1.9960411038613124,f_0.6,-11.821175636688366,-1.6,1.4162631745999075
40.2,1.057717271114823,f_0.7,-19.83313850514473,-1.6,0.503151987990998
40.2,0.33084390346633685,f_0.8,-27.495065503164057,-1.6,0.12149757365380241
40.2,-0.10956691365636012,f_0.9,-35.14244314814313,-1.6,0.14356745086991887
40.3,-0.6224867867687545,f_0.10,-44.958854759249675,-1.6,2.0999983914222384
40.3,-1.8114059874861788,f_0.11,-60.20028283767244,-1.6,5.416832214848426
40.3,1.326355252927165,f_0.12,-80.70144960996453,-1.6,6.995741507819311
40.3,2.049520724243683,f_0.13,-93.57175209379238,-1.6,2.332700366448093
40.3,1.5224948578281294,f_0.5,-2.8870477344308885,-1.6,2.856383499968896
40.3,1.3741738359026745,f_0.6,-11.665807580869355,-1.6,1.553680558190175
40.3,1.231951199771567,f_0.7,-19.770503794347917,-1.6,0.6263471079681547
40.3,0.4388348562381279,f_0.8,-27.47852739723629,-1.6,0.1653810592776152
40.3,-0.04435362815214061,f_0.9,-35.12852993933765,-1.6,0.1391320880547048
40.4,-1.4356929137724994,f_0.10,-44.76321184924518,-1.6,1.9564291000449885
40.4,-2.2105632467400316,f_0.11,-59.680705248654995,-1.6,5.195775890174422
40.4,1.414292063750322,f_0.12,-79.98773253854509,-1.6,7.137170714194343
40.4,1.436568076375675,f_0.13,-93.32411637638381,-1.6,2.4763571740856607
40.4,1.4279714316828196,f_0.5,-2.5871296701171707,-1.6,2.999180643137178
40.4,2.207901370466525,f_0.6,-11.488360511345675,-1.6,1.7744706952368274
40.4,1.1202868698027058,f_0.7,-19.696666214853067,-1.6,0.7383757949484253
40.4,0.4917343852595005,f_0.8,-27.45707194745593,-1.6,0.21455449780356525
40.4,0.06825780078308558,f_0.9,-35.11393415252435,-1.6,0.14595786813301337
40.5,-1.2959772411423476,f_0.10,-44.58052871165211,-1.6,1.8268313759307537
40.5,-1.323348004521625,f_0.11,-59.174361139682766,-1.6,5.06344108972226
40.5,1.7256467488128635,f_0.12,-79.25675899963753,-1.6,7.309735389075629
40.5,2.3514735550852484,f_0.13,-93.0529659234244,-1.6,2.7115045295941855
40.5,1.52655262155458,f_0.5,-2.2719460795879067,-1.6,3.151835905292636
40.5,0.9937026973258178,f_0.6,-11.300976414848733,-1.6,1.8738409649694092
40.5,1.5974880388602075,f_0.7,-19.60685375496962,-1.6,0.8981245988344461
40.5,0.701160217757307,f_0.8,-27.428604895497998,-1.6,0.28467051957929596
40.5,0.06179739670753248,f_0.9,-35.09872039174397,-1.6,0.15213760780376662
40.6,-1.1461085228366263,f_0.10,-44.409306659287395,-1.6,1.712220523647091
40.6,-2.1861928566216537,f_0.11,-58.689878959276754,-1.6,4.8448218040600945
40.6,2.0235043854452606,f_0.12,-78.50555041687551,-1.6,7.512085827620155
40.6,2.459137256396935,f_0.13,-92.757224097901,-1.6,2.957418255233879
40.6,1.529932950576769,f_0.5,-1.9414631595528755,-1.6,3.304829200350313
40.6,1.5468397477369678,f_0.6,-11.098123920874428,-1.6,2.028524939743106
40.6,1.1528969244822462,f_0.7,-19.50551232584135,-1.6,1.0134142912826707
40.6,0.7686648766463056,f_0.8,-27.3924511947736,-1.6,0.3615370072439265
40.6,0.10390267157178723,f_0.9,-35.08246760424787,-1.6,0.16252787496094534
40.7,-1.0775715775914496,f_0.10,-44.2488603226986,-1.6,1.6044633658879461
40.7,-1.2056447898603384,f_0.11,-58.21745322676935,-1.6,4.724257325074061
40.7,1.5208781576482533,f_0.12,-77.73913305253701,-1.6,7.664173643384981
40.7,2.175227382383307,f_0.13,-92.43972999855379,-1.6,3.1749409934722097
40.7,1.7133190412772814,f_0.5,-1.5938470491050714,-1.6,3.476161104478041
40.7,1.703202271750066,f_0.6,-10.878239404182622,-1.6,2.1988451669181126
40.7,1.4565720983849473,f_0.7,-19.38960517572923,-1.6,1.1590715011211654
40.7,0.8927759272520336,f_0.8,-27.34736973477669,-1.6,0.45081459996912987
40.7,0.24458497301171472,f_0.9,-35.06376896702166,-1.6,0.1869863722621168
40.8,-1.2035878191862737,f_0.10,-44.100449864301666,-1.6,1.4841045839693188
40.8,-2.0118620221757677,f_0.11,-57.765146114483706,-1.6,4.523071122856484
40.8,1.3522429996987118,f_0.12,-76.95919325820152,-1.6,7.799397943354852
40.8,2.0265315960627017,f_0.13,-92.10197058324594,-1.6,3.37759415307848
40.8,2.2315416007302735,f_0.5,-1.2239155226499645,-1.6,3.6993152645510685
40.8,2.01499461031573,f_0.6,-10.638204941387656,-1.6,2.4003446279496856
40.8,1.152021441329838,f_0.7,-19.262177811203813,-1.6,1.2742736452541492
40.8,0.7250565948745868,f_0.8,-27.295037708831032,-1.6,0.5233202594565886
40.8,0.2746094367216792,f_0.9,-35.042324235428225,-1.6,0.21444731593428473
40.9,-0.84805689395542,f_0.10,-43.96051997484429,-1.6,1.3992988945737768
40.9,-1.8624190541950814,f_0.11,-57.33146319274001,-1.6,4.336829217436976
40.9,-1.6897304769568677,f_0.12,-76.19615076863562,-1.6,7.630424895659165
40.9,1.4822393947979418,f_0.13,-91.7493887739901,-1.6,3.525818092558274
40.9,1.7583876645890983,f_0.5,-0.8364001195489661,-1.6,3.8751540310099784
40.9,1.761940538019866,f_0.6,-10.380551073212487,-1.6,2.576538681751672
40.9,1.4147776888392083,f_0.7,-19.120602669790003,-1.6,1.41575141413807
40.9,1.0601201647649194,f_0.8,-27.232104481237727,-1.6,0.6293322759330805
40.9,0.26930455479550947,f_0.9,-35.01818645828685,-1.6,0.24137777141383568
41.0,-1.0654354539571553,f_0.10,-43.83124443992648,-1.6,1.2927553491780612
41.0,-1.320655243627069,f_0.11,-56.91098682343258,-1.6,4.204763693074269
41.0,-2.963589122901764,f_0.12,-75.46274417029872,-1.6,7.334065983368989
41.0,1.4966950620524555,f_0.13,-91.38184001411376,-1.6,3.6754875987635196
41.0,2.4459102126071253,f_0.5,-0.4244256143218976,-1.6,4.119745052270691
41.0,1.03692784518433,f_0.6,-10.112527926585472,-1.6,2.6802314662701052
41.0,1.4335069646342524,f_0.7,-18.964692458729857,-1.6,1.5591021106014953
41.0,0.9012626001910307,f_0.8,-27.160158627642502,-1.6,0.7194585359521836
41.0,0.5158428559852182,f_0.9,-34.98889025258562,-1.6,0.2929620570123575
41.1,-0.9191303513254256,f_0.10,-43.71116020852192,-1.6,1.2008423140455187
41.1,-2.4806898782747355,f_0.11,-56.5153173529079,-1.6,3.9566947052467953
41.1,-1.3613302946355699,f_0.12,-74.74295087490816,-1.6,7.197932953905432
41.1,1.5968101298203718,f_0.13,-90.99832315293921,-1.6,3.835168611745557
41.1,1.9768048774683855,f_0.5,0.007316939679855139,-1.6,4.317425540017529
41.1,1.6552760240621822,f_0.6,-9.827952019717841,-1.6,2.8457590686763234
41.1,1.9550873612953334,f_0.7,-18.789231374056754,-1.6,1.7546108467310286
41.1,1.2671351918108797,f_0.8,-27.075541422129177,-1.6,0.8461720551332715
41.1,0.6171201353254735,f_0.9,-34.95342284553112,-1.6,0.35467407054490485
41.2,-0.7297437038618937,f_0.10,-43.598373414156,-1.6,1.1278679436593293
41.2,-1.7107516876502293,f_0.11,-56.13675539925972,-1.6,3.7856195364817724
41.2,-2.0322551219535434,f_0.12,-74.04348013073715,-1.6,6.994707441710077
41.2,1.7849528220482114,f_0.13,-90.59695676354417,-1.6,4.013663893950378
41.2,1.8865646231453859,f_0.5,0.45792513991306194,-1.6,4.506082002332068
41.2,2.570532582700249,f_0.6,-9.517670787023206,-1.6,3.1028123269463483
41.2,1.1624952450565074,f_0.7,-18.60214533693309,-1.6,1.8708603712366794
41.2,1.2999373337268894,f_0.8,-26.977924843278586,-1.6,0.9761657885059605
41.2,0.6038267679043419,f_0.9,-34.911917170797594,-1.6,0.41505674733533904
41.3,-0.7613206816955875,f_0.10,-43.493199826607025,-1.6,1.0517358754897705
41.3,-0.5477661356089669,f_0.11,-55.763671106967635,-1.6,3.7308429229208757
41.3,-2.082603846301536,f_0.12,-73.36483542502917,-1.6,6.786447057079924
41.3,1.9752468986902372,f_0.13,-90.17583790516223,-1.6,4.211188583819402
41.3,1.9423904712079043,f_0.5,0.927957244858348,-1.6,4.7003210494528584
41.3,2.3767793171340568,f_0.6,-9.183621761157227,-1.6,3.340490258659754
41.3,1.4262059534823668,f_0.7,-18.4007972402746,-1.6,2.013480966584916
41.3,0.7292990787589093,f_0.8,-26.873015273640405,-1.6,1.0490956963818514
41.3,0.7269927430114148,f_0.9,-34.86314156863395,-1.6,0.4877560216364805
41.4,-0.4159802425474912,f_0.10,-43.39218604148352,-1.6,1.0101378512350214
41.4,-1.6126126234394489,f_0.11,-55.40671294090994,-1.6,3.569581660576931
41.4,-0.9092752439725871,f_0.12,-72.69528347176089,-1.6,6.695519532682665
41.4,1.9634159493027248,f_0.13,-89.73508488728726,-1.6,4.407530178749674
41.4,2.047639722703023,f_0.5,1.4184657470306643,-1.6,4.905085021723161
41.4,2.3620300826823737,f_0.6,-8.825952434464426,-1.6,3.5766932669279914
41.4,2.5429530191428107,f_0.7,-18.174019613424676,-1.6,2.267776268499197
41.4,1.219132373905465,f_0.8,-26.755914380263164,-1.6,1.171008933772398
41.4,0.5797993150196129,f_0.9,-34.80856797332011,-1.6,0.5457359531384418
41.5,-0.19706054048904909,f_0.10,-43.293142861764906,-1.6,0.9904317971861165
41.5,-2.113228210524447,f_0.11,-55.070887056957496,-1.6,3.358258839524486
41.5,-1.9508589746850369,f_0.12,-72.04524010823948,-1.6,6.500433635214161
41.5,2.5405864351661833,f_0.13,-89.26892600506062,-1.6,4.6615888222662925
41.5,1.859268074668945,f_0.5,1.9275669299496698,-1.6,5.091011829190055
41.5,1.7569118441874165,f_0.6,-8.450713989329756,-1.6,3.752384451346733
41.5,1.578438833756799,f_0.7,-17.931457598237188,-1.6,2.425620151874877
41.5,1.7514314295456024,f_0.8,-26.62129917259047,-1.6,1.3461520767269581
41.5,0.6756132322158104,f_0.9,-34.7472382456841,-1.6,0.6132972763600228
41.6,0.05158402074322277,f_0.10,-43.193583841838866,-1.6,0.9955901992604388
41.6,-1.6703563006846744,f_0.11,-54.75176473601189,-1.6,3.1912232094560187
41.6,-1.9059905574650937,f_0.12,-71.41425665029271,-1.6,6.309834579467652
41.6,2.0087606232846156,f_0.13,-88.78267951660115,-1.6,4.862464884594754
41.6,2.09302753310185,f_0.5,2.4575983881996937,-1.6,5.30031458250024
41.6,1.9514000328500858,f_0.6,-8.055961543866587,-1.6,3.9475244546317416
41.6,1.5785266655962937,f_0.7,-17.673110316393732,-1.6,2.5834728184345064
41.6,1.615533617732765,f_0.8,-26.47052862874044,-1.6,1.5077054385002346
41.6,1.0486113433466093,f_0.9,-34.675422404614636,-1.6,0.7181584106946838
41.7,-0.2377040336609182,f_0.10,-43.09640186224943,-1.6,0.971819795894347
41.7,-1.4583755312556779,f_0.11,-54.44722617037885,-1.6,3.045385656330451
41.7,-2.2130794760382333,f_0.12,-70.80540398710633,-1.6,6.088526631863829
41.7,2.0462327596731456,f_0.13,-88.27597070054495,-1.6,5.067088160562069
41.7,1.7641056747408523,f_0.5,3.0052709031971254,-1.6,5.4767251499743255
41.7,1.0494506994805786,f_0.6,-7.650714591408601,-1.6,4.0524695245797995
41.7,1.8230365717783537,f_0.7,-17.396532668832492,-1.6,2.7657764756123417
41.7,1.4142405093262411,f_0.8,-26.305615679797157,-1.6,1.6491294894328588
41.7,0.9026823511776982,f_0.9,-34.594579740033396,-1.6,0.8084266458124536
41.8,-0.1116830203381991,f_0.10,-43.00033671286339,-1.6,0.9606514938605271
41.8,-1.3141092549294209,f_0.11,-54.1558286972951,-1.6,2.913974730837509
41.8,-1.148257899945495,f_0.12,-70.20803390291941,-1.6,5.973700841869279
41.8,2.5450959800276873,f_0.13,-87.74381092468846,-1.6,5.321597758564837
41.8,1.4121134278597314,f_0.5,3.5670645524731563,-1.6,5.617936492760299
41.8,1.8404360649874452,f_0.6,-7.227063278300747,-1.6,4.236513131078544
41.8,2.098316129511786,f_0.7,-17.098971859976146,-1.6,2.9756080885635203
41.8,1.4285210088863876,f_0.8,-26.126417520765003,-1.6,1.7919815903214975
41.8,1.3797455412233384,f_0.9,-34.49993962003991,-1.6,0.9464011999347874
41.9,0.2599797351099731,f_0.10,-42.90167176612623,-1.6,0.9866494673715244
41.9,-1.0050705044569952,f_0.11,-53.87448192925592,-1.6,2.8134676803918093
41.9,-1.4765507092274266,f_0.12,-69.62542932582475,-1.6,5.8260457709465365
41.9,1.4055999775184258,f_0.13,-87.1975951490568,-1.6,5.46215775631668
41.9,0.0,f_0.14,-94.9,-1.6,0.0
41.9,2.0978245747741298,f_0.5,4.149836447496927,-1.6,5.827718950237712
41.9,1.8270384490024316,f_0.6,-6.78514158070287,-1.6,4.419216975978787
41.9,0.9400271859020437,f_0.7,-16.792010779260778,-1.6,3.0696108071537247
41.9,1.444702643857827,f_0.8,-25.932772335294274,-1.6,1.9364518547072802
41.9,0.8692012034386942,f_0.9,-34.39660748801205,-1.6,1.0333213202786569
42.0,-0.1505514524923257,f_0.10,-42.804512333914,-1.6,0.9715943221222918
42.0,-1.4131080700135756,f_0.11,-53.607266241916875,-1.6,2.6721568733904517
42.0,-2.2426903146159294,f_0.12,-69.06525165187625,-1.6,5.601776739484944
42.0,1.876836244692095,f_0.13,-86.63261101097821,-1.6,5.649841380785889
42.0,2.480697767473757,f_0.14,-94.87519302232526,-1.6,0.24806977674737574
42.0,2.1434152460424194,f_0.5,4.754042494981123,-1.6,6.0420604748419535
42.0,1.6480169249698484,f_0.6,-6.326739713855289,-1.6,4.584018668475772
42.0,2.5583875651471333,f_0.7,-16.459465822893932,-1.6,3.325449563668438
42.0,1.1486262853806717,f_0.8,-25.727640886969738,-1.6,2.0513144832453474
42.0,1.4674354100620834,f_0.9,-34.27860100188356,-1.6,1.1800648612848652
42.1,0.2760564476757321,f_0.10,-42.70459233722501,-1.6,0.999199966889865
42.1,0.14762840340232675,f_0.11,-53.33857427054381,-1.6,2.6869197137306844
42.1,-1.37834254879742,f_0.12,-68.51885740341574,-1.6,5.463942484605202
42.1,1.4314913917565697,f_0.13,-86.05331195898205,-1.6,5.792990519961546
42.1,2.365470159306591,f_0.14,-94.82673134305746,-1.6,0.48461679267803487
42.1,1.3350421379087507,f_0.5,5.371598963844406,-1.6,6.175564688632829
42.1,2.56909533836879,f_0.6,-5.842646893624021,-1.6,4.840928202312651
42.1,1.6835718529140076,f_0.7,-16.11008514799795,-1.6,3.493806748959839
42.1,1.8611718860025617,f_0.8,-25.503897719785172,-1.6,2.2374316718456035
42.1,0.887364889457023,f_0.9,-34.1517208668605,-1.6,1.2688013502305675
42.2,0.5547505560395916,f_0.10,-42.599124834975626,-1.6,1.0546750224938242
42.2,-1.3445396192023074,f_0.11,-53.08332769536276,-1.6,2.5524657518104537
42.2,-1.1242126381814455,f_0.12,-67.98370528133704,-1.6,5.351521220787057
42.2,1.3192647265270363,f_0.13,-85.46082025972063,-1.6,5.92491699261425
42.2,2.30482962438377,f_0.14,-94.75522136754581,-1.6,0.7150997551164119
42.2,1.5221114236162947,f_0.5,6.004376546943851,-1.6,6.327775830994458
42.2,1.1136358597952345,f_0.6,-5.347417714794801,-1.6,4.952291788292174
42.2,2.277592273432134,f_0.7,-15.737928550367641,-1.6,3.721565976303052
42.2,1.4514642875409178,f_0.8,-25.26563990972521,-1.6,2.3825781005996953
42.2,1.1044222489708044,f_0.9,-34.01379650934774,-1.6,1.379243575127648
42.3,0.3212742170504379,f_0.10,-42.49044459055574,-1.6,1.086802444198868
42.3,-1.292742958987434,f_0.11,-52.841008549771594,-1.6,2.4231914559117103
42.3,-2.222282298352667,f_0.12,-67.47077598224186,-1.6,5.12929299095179
42.3,1.3751342170871794,f_0.13,-84.85457721828833,-1.6,6.062430414322968
42.3,2.592570041887133,f_0.14,-94.6577856916153,-1.6,0.9743567593051252
42.3,1.8962519343011053,f_0.5,6.656116649386307,-1.6,6.517401024424569
42.3,1.3311430583242334,f_0.6,-4.838877105382338,-1.6,5.085406094124598
42.3,1.1816749910428026,f_0.7,-15.35395520282691,-1.6,3.8397334754073325
42.3,2.072419868200086,f_0.8,-25.006657900983242,-1.6,2.589820087419704
42.3,1.749445480568843,f_0.9,-33.85837769702928,-1.6,1.5541881231845323
42.4,1.0317338102987805,f_0.10,-42.371447008032874,-1.6,1.189975825228746
42.4,-0.8708681219409664,f_0.11,-52.60739808539983,-1.6,2.3361046437176136
42.4,-1.3265959985792986,f_0.12,-66.97111264313247,-1.6,4.9966333910938605
42.4,1.3670075386064084,f_0.13,-84.23466410146997,-1.6,6.199131168183609
42.4,2.5739683637131794,f_0.14,-94.53461033204766,-1.6,1.2317535956764432
42.4,2.2912461961619535,f_0.5,7.330769213790384,-1.6,6.746525644040764
42.4,1.9963433981873102,f_0.6,-4.3103730619880025,-1.6,5.285040433943329
42.4,1.278515194089156,f_0.7,-14.95719670334529,-1.6,3.967584994816248
42.4,2.2288969888915844,f_0.8,-24.725386922352357,-1.6,2.8127097863088624
