t,a,veh_id,pos_x,pos_y,v,Df,Veh(f),Trv,Tvr
73.7000,0.1477,f_0.21,-75.6461,-1.6000,3.1428,71.4461,0,,
73.7000,2.1881,f_0.22,-85.0666,-1.6000,2.2897,80.8666,0,,
73.7000,0.7347,f_0.23,-93.8044,-1.6000,1.3175,89.6044,0,,
73.8000,0.2877,f_0.11,69.8067,-1.6000,14.2419,-74.0067,0,49.3000,38.5000
73.8000,-0.1154,f_0.12,50.5483,-1.6000,13.4693,-54.7483,0,65.8000,40.9000
73.8000,1.0427,f_0.13,32.6279,-1.6000,12.6412,-36.8279,0,68.5000,42.8000
73.8000,0.4080,f_0.14,15.7232,-1.6000,11.5888,-19.9232,0,70.3000,44.9000
73.8000,0.2530,f_0.15,-0.1006,-1.6000,10.4433,-4.0994,0,72.0000,48.2000
73.8000,1.5229,f_0.16,-15.0065,-1.6000,9.4036,10.8065,1,73.5000,50.8000
73.8000,1.3166,f_0.17,-28.9204,-1.6000,8.1203,24.7204,0,,
73.8000,1.8265,f_0.18,-41.9297,-1.6000,6.9477,37.7297,0,,
73.8000,1.6197,f_0.19,-53.9268,-1.6000,5.6580,49.7268,0,,
73.8000,1.8106,f_0.20,-65.0342,-1.6000,4.5152,60.8342,0,,
73.8000,1.4746,f_0.21,-75.3171,-1.6000,3.2903,71.1171,0,,
73.8000,0.2115,f_0.22,-84.8355,-1.6000,2.3108,80.6355,0,,
73.8000,1.9125,f_0.23,-93.6535,-1.6000,1.5087,89.4535,0,,
73.9000,0.0609,f_0.11,71.2315,-1.6000,14.2480,-75.4315,0,49.3000,38.5000
73.9000,0.6031,f_0.12,51.9012,-1.6000,13.5296,-56.1012,0,65.8000,40.9000
73.9000,-0.1743,f_0.13,33.8902,-1.6000,12.6238,-38.0902,0,68.5000,42.8000
73.9000,1.3189,f_0.14,16.8953,-1.6000,11.7207,-21.0953,0,70.3000,44.9000
73.9000,0.9913,f_0.15,0.9536,-1.6000,10.5424,-5.1536,0,72.0000,48.2000
73.9000,0.3351,f_0.16,-14.0628,-1.6000,9.4371,9.8628,1,73.5000,50.8000
73.9000,1.9834,f_0.17,-28.0886,-1.6000,8.3186,23.8886,0,,
73.9000,1.6640,f_0.18,-41.2183,-1.6000,7.1141,37.0183,0,,
73.9000,2.1828,f_0.19,-53.3392,-1.6000,5.8762,49.1392,0,,
73.9000,0.7912,f_0.20,-64.5747,-1.6000,4.5943,60.3747,0,,
73.9000,2.4239,f_0.21,-74.9638,-1.6000,3.5327,70.7638,0,,
73.9000,1.3566,f_0.22,-84.5908,-1.6000,2.4465,80.3908,0,,
73.9000,0.4172,f_0.23,-93.4984,-1.6000,1.5504,89.2984,0,,
74.0000,-0.5809,f_0.11,72.6505,-1.6000,14.1899,-76.8505,0,49.3000,38.5000
74.0000,0.9549,f_0.12,53.2637,-1.6000,13.6251,-57.4637,0,65.8000,40.9000
74.0000,0.2435,f_0.13,35.1550,-1.6000,12.6482,-39.3550,0,68.5000,42.8000
74.0000,0.4597,f_0.14,18.0720,-1.6000,11.7667,-22.2720,0,70.3000,44.9000
74.0000,1.1035,f_0.15,2.0189,-1.6000,10.6528,-6.2189,0,72.0000,48.2000
74.0000,1.3998,f_0.16,-13.1051,-1.6000,9.5771,8.9051,1,73.5000,50.8000
74.0000,1.0054,f_0.17,-27.2467,-1.6000,8.4191,23.0467,0,,
74.0000,1.0531,f_0.18,-40.4964,-1.6000,7.2194,36.2964,0,,
74.0000,0.8741,f_0.19,-52.7428,-1.6000,5.9637,48.5428,0,,
74.0000,1.7793,f_0.20,-64.0975,-1.6000,4.7722,59.8975,0,,
74.0000,0.8372,f_0.21,-74.6022,-1.6000,3.6164,70.4022,0,,
74.0000,1.3834,f_0.22,-84.3324,-1.6000,2.5848,80.1324,0,,
74.0000,1.3555,f_0.23,-93.3298,-1.6000,1.6860,89.1298,0,,
74.1000,-0.6339,f_0.11,74.0631,-1.6000,14.1265,-78.2631,0,49.3000,38.5000
74.1000,-1.3480,f_0.12,54.6128,-1.6000,13.4903,-58.8128,0,65.8000,40.9000
74.1000,1.8932,f_0.13,36.4388,-1.6000,12.8375,-40.6388,0,68.5000,42.8000
74.1000,0.3386,f_0.14,19.2520,-1.6000,11.8006,-23.4520,0,70.3000,44.9000
74.1000,0.8908,f_0.15,3.0931,-1.6000,10.7419,-7.2931,0,72.0000,48.2000
74.1000,1.0816,f_0.16,-12.1366,-1.6000,9.6853,7.9366,1,73.5000,50.8000
74.1000,1.5363,f_0.17,-26.3894,-1.6000,8.5728,22.1894,0,,
74.1000,0.8685,f_0.18,-39.7657,-1.6000,7.3062,35.5657,0,,
74.1000,2.2304,f_0.19,-52.1241,-1.6000,6.1867,47.9241,0,,
74.1000,0.9461,f_0.20,-63.6108,-1.6000,4.8668,59.4108,0,,
74.1000,2.1904,f_0.21,-74.2186,-1.6000,3.8354,70.0186,0,,
74.1000,1.1495,f_0.22,-84.0624,-1.6000,2.6998,79.8624,0,,
74.1000,1.4421,f_0.23,-93.1468,-1.6000,1.8302,88.9468,0,,
74.2000,0.7244,f_0.11,75.4830,-1.6000,14.1989,-79.6830,0,49.3000,38.5000
74.2000,-0.1619,f_0.12,55.9602,-1.6000,13.4741,-60.1602,0,65.8000,40.9000
74.2000,-1.0525,f_0.13,37.7120,-1.6000,12.7322,-41.9120,0,68.5000,42.8000
74.2000,1.6943,f_0.14,20.4490,-1.6000,11.9700,-24.6490,0,70.3000,44.9000
74.2000,0.3435,f_0.15,4.1707,-1.6000,10.7762,-8.3707,0,72.0000,48.2000
74.2000,0.1271,f_0.16,-11.1668,-1.6000,9.6980,6.9668,1,73.5000,50.8000
74.2000,0.4955,f_0.17,-25.5272,-1.6000,8.6223,21.3272,0,,
74.2000,2.3471,f_0.18,-39.0116,-1.6000,7.5409,34.8116,0,,
74.2000,0.3303,f_0.19,-51.5022,-1.6000,6.2197,47.3022,0,,
74.2000,2.1921,f_0.20,-63.1022,-1.6000,5.0860,58.9022,0,,
74.2000,0.2163,f_0.21,-73.8329,-1.6000,3.8571,69.6329,0,,
74.2000,2.3621,f_0.22,-83.7688,-1.6000,2.9360,79.5688,0,,
74.2000,1.0387,f_0.23,-92.9534,-1.6000,1.9341,88.7534,0,,
74.3000,0.1512,f_0.11,76.9044,-1.6000,14.2141,-81.1044,0,49.3000,38.5000
74.3000,0.6985,f_0.12,57.3146,-1.6000,13.5439,-61.5146,0,65.8000,40.9000
74.3000,0.0659,f_0.13,38.9859,-1.6000,12.7388,-43.1859,0,68.5000,42.8000
74.3000,-1.4003,f_0.14,21.6320,-1.6000,11.8300,-25.8320,0,70.3000,44.9000
74.3000,1.7593,f_0.15,5.2659,-1.6000,10.9521,-9.4659,0,72.0000,48.2000
74.3000,1.2568,f_0.16,-10.1844,-1.6000,9.8237,5.9844,1,73.5000,50.8000
74.3000,0.6623,f_0.17,-24.6583,-1.6000,8.6885,20.4583,0,,
74.3000,0.4933,f_0.18,-38.2526,-1.6000,7.5903,34.0526,0,,
74.3000,1.6217,f_0.19,-50.8640,-1.6000,6.3819,46.6640,0,,
74.3000,1.3476,f_0.20,-62.5801,-1.6000,5.2208,58.3801,0,,
74.3000,2.2932,f_0.21,-73.4243,-1.6000,4.0864,69.2243,0,,
74.3000,0.8918,f_0.22,-83.4663,-1.6000,3.0252,79.2663,0,,
74.3000,0.6881,f_0.23,-92.7531,-1.6000,2.0029,88.5531,0,,
74.4000,-0.8602,f_0.11,78.3172,-1.6000,14.1280,-82.5172,0,49.3000,38.5000
74.4000,0.3876,f_0.12,58.6728,-1.6000,13.5827,-62.8728,0,65.8000,40.9000
74.4000,0.4659,f_0.13,40.2644,-1.6000,12.7854,-44.4644,0,68.5000,42.8000
74.4000,0.7615,f_0.14,22.8226,-1.6000,11.9061,-27.0226,0,70.3000,44.9000
74.4000,-0.3461,f_0.15,6.3577,-1.6000,10.9175,-10.5577,0,72.0000,48.2000
74.4000,1.8312,f_0.16,-9.1837,-1.6000,10.0068,4.9837,1,73.5000,50.8000
74.4000,1.5551,f_0.17,-23.7739,-1.6000,8.8441,19.5739,0,,
74.4000,1.1388,f_0.18,-37.4822,-1.6000,7.7041,33.2822,0,,
74.4000,1.0589,f_0.19,-50.2152,-1.6000,6.4878,46.0152,0,,
74.4000,1.6615,f_0.20,-62.0415,-1.6000,5.3869,57.8415,0,,
74.4000,1.7653,f_0.21,-72.9980,-1.6000,4.2629,68.7980,0,,
74.4000,1.6719,f_0.22,-83.1470,-1.6000,3.1923,78.9470,0,,
74.4000,1.6129,f_0.23,-92.5367,-1.6000,2.1642,88.3367,0,,
74.5000,0.4627,f_0.11,79.7347,-1.6000,14.1743,-83.9347,0,49.3000,38.5000
74.5000,-0.3121,f_0.12,60.0280,-1.6000,13.5515,-64.2280,0,65.8000,40.9000
74.5000,1.0366,f_0.13,41.5533,-1.6000,12.8891,-45.7533,0,68.5000,42.8000
74.5000,0.4906,f_0.14,24.0181,-1.6000,11.9552,-28.2181,0,70.3000,44.9000
74.5000,0.3731,f_0.15,7.4531,-1.6000,10.9548,-11.6531,0,72.0000,48.2000
74.5000,-0.5793,f_0.16,-8.1888,-1.6000,9.9489,3.9888,1,73.5000,50.8000
74.5000,1.8403,f_0.17,-22.8711,-1.6000,9.0281,18.6711,0,,
74.5000,1.2284,f_0.18,-36.6995,-1.6000,7.8270,32.4995,0,,
74.5000,1.2777,f_0.19,-49.5536,-1.6000,6.6156,45.3536,0,,
74.5000,0.9579,f_0.20,-61.4932,-1.6000,5.4827,57.2932,0,,
74.5000,1.1127,f_0.21,-72.5606,-1.6000,4.3742,68.3606,0,,
74.5000,1.6672,f_0.22,-82.8111,-1.6000,3.3591,78.6111,0,,
74.5000,1.4882,f_0.23,-92.3054,-1.6000,2.3130,88.1054,0,,
74.6000,0.4881,f_0.11,81.1570,-1.6000,14.2231,-85.3570,0,49.3000,38.5000
74.6000,0.9949,f_0.12,61.3931,-1.6000,13.6509,-65.5931,0,65.8000,40.9000
74.6000,-0.4512,f_0.13,42.8377,-1.6000,12.8439,-47.0377,0,68.5000,42.8000
74.6000,1.4861,f_0.14,25.2285,-1.6000,12.1038,-29.4285,0,70.3000,44.9000
74.6000,1.4855,f_0.15,8.5635,-1.6000,11.1034,-12.7635,0,72.0000,48.2000
74.6000,1.2551,f_0.16,-7.1814,-1.6000,10.0744,2.9814,1,73.5000,50.8000
74.6000,-0.9678,f_0.17,-21.9780,-1.6000,8.9313,17.7780,0,,
74.6000,1.6630,f_0.18,-35.9002,-1.6000,7.9933,31.7002,0,,
74.6000,1.6181,f_0.19,-48.8759,-1.6000,6.7774,44.6759,0,,
74.6000,0.9809,f_0.20,-60.9351,-1.6000,5.5808,56.7351,0,,
74.6000,0.5247,f_0.21,-72.1179,-1.6000,4.4267,67.9179,0,,
74.6000,-0.0254,f_0.22,-82.4755,-1.6000,3.3565,78.2755,0,,
74.6000,1.6533,f_0.23,-92.0576,-1.6000,2.4783,87.8576,0,,
74.7000,-0.3531,f_0.11,82.5758,-1.6000,14.1878,-86.7758,0,49.3000,38.5000
74.7000,0.2890,f_0.12,62.7611,-1.6000,13.6798,-66.9611,0,65.8000,40.9000
74.7000,0.3317,f_0.13,44.1255,-1.6000,12.8771,-48.3255,0,68.5000,42.8000
74.7000,-0.3941,f_0.14,26.4350,-1.6000,12.0644,-30.6350,0,70.3000,44.9000
74.7000,1.0561,f_0.15,9.6844,-1.6000,11.2090,-13.8844,0,72.0000,48.2000
74.7000,1.3325,f_0.16,-6.1606,-1.6000,10.2076,1.9606,1,73.5000,50.8000
74.7000,2.2370,f_0.17,-21.0625,-1.6000,9.1550,16.8625,0,,
74.7000,0.1415,f_0.18,-35.0994,-1.6000,8.0074,30.8994,0,,
74.7000,1.5714,f_0.19,-48.1824,-1.6000,6.9345,43.9824,0,,
74.7000,1.4580,f_0.20,-60.3624,-1.6000,5.7266,56.1624,0,,
74.7000,2.2083,f_0.21,-71.6531,-1.6000,4.6475,67.4531,0,,
74.7000,1.9323,f_0.22,-82.1205,-1.6000,3.5498,77.9205,0,,
74.7000,-0.3602,f_0.23,-91.8134,-1.6000,2.4423,87.6134,0,,
74.8000,0.1317,f_0.11,83.9959,-1.6000,14.2010,-88.1959,0,49.3000,38.5000
74.8000,-0.1450,f_0.12,64.1276,-1.6000,13.6653,-68.3276,0,65.8000,40.9000
74.8000,1.3791,f_0.13,45.4270,-1.6000,13.0150,-49.6270,0,68.5000,42.8000
74.8000,0.0076,f_0.14,27.6415,-1.6000,12.0651,-31.8415,0,70.3000,44.9000
74.8000,-0.0898,f_0.15,10.8044,-1.6000,11.2000,-15.0044,0,72.0000,48.2000
74.8000,0.8411,f_0.16,-5.1315,-1.6000,10.2917,0.9315,1,73.5000,50.8000
74.8000,0.8718,f_0.17,-20.1382,-1.6000,9.2422,15.9382,0,,
74.8000,2.3485,f_0.18,-34.2752,-1.6000,8.2423,30.0752,0,,
74.8000,0.6446,f_0.19,-47.4826,-1.6000,6.9990,43.2826,0,,
74.8000,2.4035,f_0.20,-59.7657,-1.6000,5.9670,55.5657,0,,
74.8000,1.3017,f_0.21,-71.1754,-1.6000,4.7777,66.9754,0,,
74.8000,1.7922,f_0.22,-81.7476,-1.6000,3.7290,77.5476,0,,
74.8000,1.7253,f_0.23,-91.5519,-1.6000,2.6148,87.3519,0,,
74.9000,-0.1510,f_0.11,85.4145,-1.6000,14.1859,-89.6145,0,49.3000,38.5000
74.9000,-0.4098,f_0.12,65.4900,-1.6000,13.6244,-69.6900,0,65.8000,40.9000
74.9000,-0.9753,f_0.13,46.7187,-1.6000,12.9175,-50.9187,0,68.5000,42.8000
74.9000,1.4816,f_0.14,28.8628,-1.6000,12.2133,-33.0628,0,70.3000,44.9000
74.9000,0.7834,f_0.15,11.9322,-1.6000,11.2784,-16.1322,0,72.0000,48.2000
74.9000,0.2636,f_0.16,-4.0996,-1.6000,10.3181,-0.1004,0,73.5000,50.8000
74.9000,0.4842,f_0.17,-19.2092,-1.6000,9.2906,15.0092,1,74.9000,53.5000
74.9000,0.2347,f_0.18,-33.4486,-1.6000,8.2657,29.2486,0,,
74.9000,1.5306,f_0.19,-46.7673,-1.6000,7.1520,42.5673,0,,
74.9000,0.6391,f_0.20,-59.1627,-1.6000,6.0309,54.9627,0,,
74.9000,2.2626,f_0.21,-70.6750,-1.6000,5.0039,66.4750,0,,
74.9000,0.3705,f_0.22,-81.3710,-1.6000,3.7660,77.1710,0,,
74.9000,1.8449,f_0.23,-91.2719,-1.6000,2.7993,87.0719,0,,
75.0000,-0.1779,f_0.11,86.8313,-1.6000,14.1681,-91.0313,0,49.3000,38.5000
75.0000,0.4441,f_0.12,66.8569,-1.6000,13.6688,-71.0569,0,65.8000,40.9000
75.0000,0.8254,f_0.13,48.0187,-1.6000,13.0000,-52.2187,0,68.5000,42.8000
75.0000,-0.5271,f_0.14,30.0789,-1.6000,12.1606,-34.2789,0,70.3000,44.9000
75.0000,0.2657,f_0.15,13.0627,-1.6000,11.3049,-17.2627,0,72.0000,48.2000
75.0000,1.0317,f_0.16,-3.0575,-1.6000,10.4213,-1.1425,0,73.5000,50.8000
75.0000,0.8422,f_0.17,-18.2717,-1.6000,9.3748,14.0717,1,74.9000,53.5000
75.0000,0.5170,f_0.18,-32.6169,-1.6000,8.3174,28.4169,0,,
75.0000,1.0488,f_0.19,-46.0417,-1.6000,7.2569,41.8417,0,,
75.0000,1.2986,f_0.20,-58.5466,-1.6000,6.1607,54.3466,0,,
75.0000,0.8455,f_0.21,-70.1661,-1.6000,5.0885,65.9661,0,,
75.0000,1.9808,f_0.22,-80.9746,-1.6000,3.9641,76.7746,0,,
75.0000,1.4443,f_0.23,-90.9776,-1.6000,2.9438,86.7776,0,,
75.1000,-0.1990,f_0.11,88.2461,-1.6000,14.1482,-92.4461,0,49.3000,38.5000
75.1000,0.0355,f_0.12,68.2241,-1.6000,13.6723,-72.4241,0,65.8000,40.9000
75.1000,-0.3598,f_0.13,49.3151,-1.6000,12.9641,-53.5151,0,68.5000,42.8000
75.1000,1.4842,f_0.14,31.3098,-1.6000,12.3090,-35.5098,0,70.3000,44.9000
75.1000,0.6068,f_0.15,14.1993,-1.6000,11.3656,-18.3993,0,72.0000,48.2000
75.1000,0.4429,f_0.16,-2.0110,-1.6000,10.4656,-2.1890,0,73.5000,50.8000
75.1000,1.1773,f_0.17,-17.3224,-1.6000,9.4926,13.1224,1,74.9000,53.5000
75.1000,1.5022,f_0.18,-31.7701,-1.6000,8.4677,27.5701,0,,
75.1000,1.0800,f_0.19,-45.3052,-1.6000,7.3649,41.1052,0,,
75.1000,0.6432,f_0.20,-57.9241,-1.6000,6.2251,53.7241,0,,
75.1000,0.2983,f_0.21,-69.6543,-1.6000,5.1183,65.4543,0,,
75.1000,1.6648,f_0.22,-80.5615,-1.6000,4.1306,76.3615,0,,
75.1000,1.3253,f_0.23,-90.6699,-1.6000,3.0763,86.4699,0,,
75.2000,0.0417,f_0.11,89.6613,-1.6000,14.1524,-93.8613,0,49.3000,38.5000
75.2000,-0.1008,f_0.12,69.5904,-1.6000,13.6622,-73.7904,0,65.8000,40.9000
75.2000,0.5229,f_0.13,50.6168,-1.6000,13.0163,-54.8168,0,68.5000,42.8000
75.2000,-0.0463,f_0.14,32.5402,-1.6000,12.3044,-36.7402,0,70.3000,44.9000
75.2000,1.3747,f_0.15,15.3496,-1.6000,11.5031,-19.5496,0,72.0000,48.2000
75.2000,0.0118,f_0.16,-0.9643,-1.6000,10.4667,-3.2357,0,73.5000,50.8000
75.2000,1.3689,f_0.17,-16.3595,-1.6000,9.6294,12.1595,1,74.9000,53.5000
75.2000,0.9530,f_0.18,-30.9138,-1.6000,8.5630,26.7138,0,,
75.2000,1.0296,f_0.19,-44.5584,-1.6000,7.4679,40.3584,0,,
75.2000,1.7237,f_0.20,-57.2843,-1.6000,6.3974,53.0843,0,,
75.2000,1.5452,f_0.21,-69.1270,-1.6000,5.2728,64.9270,0,,
75.2000,0.0193,f_0.22,-80.1483,-1.6000,4.1325,75.9483,0,,
75.2000,1.2228,f_0.23,-90.3501,-1.6000,3.1986,86.1501,0,,
75.3000,0.2745,f_0.11,91.0793,-1.6000,14.1798,-95.2793,0,49.3000,38.5000
75.3000,0.6637,f_0.12,70.9632,-1.6000,13.7286,-75.1632,0,65.8000,40.9000
75.3000,0.0297,f_0.13,51.9187,-1.6000,13.0193,-56.1187,0,68.5000,42.8000
75.3000,-0.5815,f_0.14,33.7648,-1.6000,12.2462,-37.9648,0,70.3000,44.9000
75.3000,-0.3752,f_0.15,16.4961,-1.6000,11.4656,-20.6961,0,72.0000,48.2000
75.3000,2.2765,f_0.16,0.1052,-1.6000,10.6944,-4.3052,0,73.5000,50.8000
75.3000,-0.4452,f_0.17,-15.4010,-1.6000,9.5849,11.2010,1,74.9000,53.5000
75.3000,1.4460,f_0.18,-30.0431,-1.6000,8.7076,25.8431,0,,
75.3000,1.1291,f_0.19,-43.8003,-1.6000,7.5808,39.6003,0,,
75.3000,0.9185,f_0.20,-56.6354,-1.6000,6.4893,52.4354,0,,
75.3000,0.9154,f_0.21,-68.5906,-1.6000,5.3644,64.3906,0,,
75.3000,1.7165,f_0.22,-79.7179,-1.6000,4.3042,75.5179,0,,
75.3000,0.2570,f_0.23,-90.0277,-1.6000,3.2243,85.8277,0,,
75.4000,0.6069,f_0.11,92.5033,-1.6000,14.2405,-96.7033,0,49.3000,38.5000
75.4000,-0.1544,f_0.12,72.3345,-1.6000,13.7132,-76.5345,0,65.8000,40.9000
75.4000,0.8899,f_0.13,53.2295,-1.6000,13.1083,-57.4295,0,68.5000,42.8000
75.4000,1.0034,f_0.14,34.9995,-1.6000,12.3466,-39.1995,0,70.3000,44.9000
75.4000,0.8288,f_0.15,17.6510,-1.6000,11.5484,-21.8510,0,72.0000,48.2000
75.4000,-0.1389,f_0.16,1.1732,-1.6000,10.6805,-5.3732,0,73.5000,50.8000
75.4000,-2.3153,f_0.17,-14.4657,-1.6000,9.3534,10.2657,1,74.9000,53.5000
75.4000,0.0070,f_0.18,-29.1722,-1.6000,8.7083,24.9722,0,,
75.4000,2.4705,f_0.19,-43.0175,-1.6000,7.8278,38.8175,0,,
75.4000,1.2757,f_0.20,-55.9737,-1.6000,6.6169,51.7737,0,,
75.4000,2.1673,f_0.21,-68.0325,-1.6000,5.5811,63.8325,0,,
75.4000,1.9803,f_0.22,-79.2676,-1.6000,4.5022,75.0676,0,,
75.4000,2.3125,f_0.23,-89.6821,-1.6000,3.4555,85.4821,0,,
75.5000,-0.0637,f_0.11,93.9268,-1.6000,14.2341,-98.1268,0,49.3000,38.5000
75.5000,0.7834,f_0.12,73.7137,-1.6000,13.7915,-77.9137,0,65.8000,40.9000
75.5000,-0.5875,f_0.13,54.5345,-1.6000,13.0495,-58.7345,0,68.5000,42.8000
75.5000,1.2084,f_0.14,36.2462,-1.6000,12.4674,-40.4462,0,70.3000,44.9000
75.5000,-0.1839,f_0.15,18.8040,-1.6000,11.5300,-23.0040,0,72.0000,48.2000
75.5000,0.0593,f_0.16,2.2418,-1.6000,10.6864,-6.4418,0,73.5000,50.8000
75.5000,-4.2703,f_0.17,-13.5730,-1.6000,8.9264,9.3730,1,74.9000,53.5000
75.5000,-1.7381,f_0.18,-28.3188,-1.6000,8.5344,24.1188,0,,
75.5000,-0.0310,f_0.19,-42.2351,-1.6000,7.8247,38.0351,0,,
75.5000,1.5791,f_0.20,-55.2962,-1.6000,6.7748,51.0962,0,,
75.5000,0.7958,f_0.21,-67.4664,-1.6000,5.6607,63.2664,0,,
75.5000,1.6558,f_0.22,-78.8009,-1.6000,4.6678,74.6009,0,,
75.5000,1.1550,f_0.23,-89.3250,-1.6000,3.5710,85.1250,0,,
75.6000,-0.9257,f_0.11,95.3409,-1.6000,14.1416,-99.5409,0,49.3000,38.5000
75.6000,-0.3763,f_0.12,75.0891,-1.6000,13.7539,-79.2891,0,65.8000,40.9000
75.6000,1.3301,f_0.13,55.8527,-1.6000,13.1826,-60.0527,0,68.5000,42.8000
75.6000,-0.5377,f_0.14,37.4876,-1.6000,12.4136,-41.6876,0,70.3000,44.9000
75.6000,2.1554,f_0.15,19.9785,-1.6000,11.7456,-24.1785,0,72.0000,48.2000
75.6000,0.8564,f_0.16,3.3191,-1.6000,10.7721,-7.5191,0,73.5000,50.8000
75.6000,-4.5000,f_0.17,-12.7254,-1.6000,8.4764,8.5254,1,74.9000,53.5000
75.6000,-2.6741,f_0.18,-27.4921,-1.6000,8.2670,23.2921,0,,
75.6000,-0.6302,f_0.19,-41.4589,-1.6000,7.7617,37.2589,0,,
75.6000,1.1592,f_0.20,-54.6072,-1.6000,6.8907,50.4072,0,,
75.6000,1.3744,f_0.21,-66.8866,-1.6000,5.7981,62.6866,0,,
75.6000,1.0647,f_0.22,-78.3234,-1.6000,4.7742,74.1234,0,,
75.6000,1.9755,f_0.23,-88.9481,-1.6000,3.7686,84.7481,0,,
75.7000,1.1230,f_0.11,96.7663,-1.6000,14.2539,-100.9663,0,49.3000,38.5000
75.7000,0.4107,f_0.12,76.4686,-1.6000,13.7950,-80.6686,0,65.8000,40.9000
75.7000,0.1705,f_0.13,57.1727,-1.6000,13.1996,-61.3727,0,68.5000,42.8000
75.7000,0.7464,f_0.14,38.7364,-1.6000,12.4883,-42.9364,0,70.3000,44.9000
75.7000,-0.2859,f_0.15,21.1502,-1.6000,11.7170,-25.3502,0,72.0000,48.2000
75.7000,1.9701,f_0.16,4.4160,-1.6000,10.9691,-8.6160,0,73.5000,50.8000
75.7000,-4.0710,f_0.17,-11.9185,-1.6000,8.0693,7.7185,1,74.9000,53.5000
75.7000,-2.3533,f_0.18,-26.6889,-1.6000,8.0317,22.4889,0,,
75.7000,-1.7232,f_0.19,-40.6999,-1.6000,7.5894,36.4999,0,,
75.7000,-0.2384,f_0.20,-53.9205,-1.6000,6.8668,49.7205,0,,
75.7000,1.7396,f_0.21,-66.2894,-1.6000,5.9721,62.0894,0,,
75.7000,0.7471,f_0.22,-77.8385,-1.6000,4.8489,73.6385,0,,
75.7000,1.1954,f_0.23,-88.5593,-1.6000,3.8881,84.3593,0,,
75.8000,-1.1333,f_0.11,98.1804,-1.6000,14.1405,-102.3804,0,49.3000,38.5000
75.8000,0.2736,f_0.12,77.8508,-1.6000,13.8223,-82.0508,0,65.8000,40.9000
75.8000,0.4614,f_0.13,58.4973,-1.6000,13.2457,-62.6973,0,68.5000,42.8000
75.8000,1.0569,f_0.14,39.9958,-1.6000,12.5940,-44.1958,0,70.3000,44.9000
75.8000,0.4679,f_0.15,22.3266,-1.6000,11.7638,-26.5266,0,72.0000,48.2000
75.8000,0.2803,f_0.16,5.5157,-1.6000,10.9971,-9.7157,0,73.5000,50.8000
75.8000,-4.1806,f_0.17,-11.1533,-1.6000,7.6512,6.9533,1,74.9000,53.5000
75.8000,-3.1572,f_0.18,-25.9173,-1.6000,7.7160,21.7173,0,,
75.8000,-2.5674,f_0.19,-39.9667,-1.6000,7.3326,35.7667,0,,
75.8000,-0.7208,f_0.20,-53.2410,-1.6000,6.7948,49.0410,0,,
75.8000,-0.0871,f_0.21,-65.6931,-1.6000,5.9634,61.4931,0,,
75.8000,2.1795,f_0.22,-77.3319,-1.6000,5.0669,73.1319,0,,
75.8000,1.0429,f_0.23,-88.1601,-1.6000,3.9924,83.9601,0,,
75.9000,1.0316,f_0.11,99.6047,-1.6000,14.2437,-103.8047,0,49.3000,38.5000
75.9000,-1.0194,f_0.12,79.2228,-1.6000,13.7204,-83.4228,0,65.8000,40.9000
75.9000,0.4472,f_0.13,59.8263,-1.6000,13.2905,-64.0263,0,68.5000,42.8000
75.9000,-0.4501,f_0.14,41.2507,-1.6000,12.5490,-45.4507,0,70.3000,44.9000
75.9000,1.0960,f_0.15,23.5140,-1.6000,11.8734,-27.7140,0,72.0000,48.2000
75.9000,-0.0788,f_0.16,6.6146,-1.6000,10.9892,-10.8146,0,73.5000,50.8000
75.9000,-4.5000,f_0.17,-10.4332,-1.6000,7.2012,6.2332,1,74.9000,53.5000
75.9000,-3.2513,f_0.18,-25.1782,-1.6000,7.3909,20.9782,0,,
75.9000,-1.4264,f_0.19,-39.2477,-1.6000,7.1900,35.0477,0,,
75.9000,-1.9495,f_0.20,-52.5810,-1.6000,6.5998,48.3810,0,,
75.9000,0.4838,f_0.21,-65.0919,-1.6000,6.0117,60.8919,0,,
75.9000,-0.3855,f_0.22,-76.8290,-1.6000,5.0283,72.6290,0,,
75.9000,1.8719,f_0.23,-87.7421,-1.6000,4.1796,83.5421,0,,
76.0000,-1.1835,f_0.11,101.0173,-1.6000,14.1253,-105.2173,0,49.3000,38.5000
76.0000,0.6701,f_0.12,80.6016,-1.6000,13.7874,-84.8016,0,65.8000,40.9000
76.0000,-1.2091,f_0.13,61.1433,-1.6000,13.1696,-65.3433,0,68.5000,42.8000
76.0000,0.9531,f_0.14,42.5151,-1.6000,12.6443,-46.7151,0,70.3000,44.9000
76.0000,-0.4573,f_0.15,24.6967,-1.6000,11.8277,-28.8967,0,72.0000,48.2000
76.0000,1.2216,f_0.16,7.7257,-1.6000,11.1114,-11.9257,0,73.5000,50.8000
76.0000,-4.5000,f_0.17,-9.7581,-1.6000,6.7512,5.5581,1,74.9000,53.5000
76.0000,-2.4108,f_0.18,-24.4633,-1.6000,7.1498,20.2633,0,,
76.0000,-1.8460,f_0.19,-38.5471,-1.6000,7.0054,34.3471,0,,
76.0000,-0.1354,f_0.20,-51.9224,-1.6000,6.5863,47.7224,0,,
76.0000,-1.9329,f_0.21,-64.5101,-1.6000,5.8184,60.3101,0,,
76.0000,0.6634,f_0.22,-76.3195,-1.6000,5.0947,72.1195,0,,
