t,a,veh_id,pos_x,pos_y,v,Df,Veh(f),Trv,Tvr
0.4000,0.0000,f_0.0,-94.9000,-1.6000,0.0000,90.7000,1,0.5000,8.7000
0.5000,2.5151,f_0.0,-94.8748,-1.6000,0.2515,90.6748,1,0.5000,8.7000
0.6000,2.4635,f_0.0,-94.8251,-1.6000,0.4979,90.6251,1,0.5000,8.7000
0.7000,2.4513,f_0.0,-94.7508,-1.6000,0.7430,90.5508,1,0.5000,8.7000
0.8000,2.2078,f_0.0,-94.6544,-1.6000,0.9638,90.4544,1,0.5000,8.7000
0.9000,2.1259,f_0.0,-94.5368,-1.6000,1.1764,90.3368,1,0.5000,8.7000
1.0000,2.3170,f_0.0,-94.3959,-1.6000,1.4080,90.1959,1,0.5000,8.7000
1.1000,2.0486,f_0.0,-94.2347,-1.6000,1.6129,90.0347,1,0.5000,8.7000
1.2000,2.2299,f_0.0,-94.0511,-1.6000,1.8359,89.8511,1,0.5000,8.7000
1.3000,2.2484,f_0.0,-93.8450,-1.6000,2.0607,89.6450,1,0.5000,8.7000
1.4000,2.0352,f_0.0,-93.6186,-1.6000,2.2643,89.4186,1,0.5000,8.7000
1.5000,1.9435,f_0.0,-93.3727,-1.6000,2.4586,89.1727,1,0.5000,8.7000
1.6000,1.9822,f_0.0,-93.1070,-1.6000,2.6568,88.9070,1,0.5000,8.7000
1.7000,1.4057,f_0.0,-92.8273,-1.6000,2.7974,88.6273,1,0.5000,8.7000
1.8000,1.3288,f_0.0,-92.5343,-1.6000,2.9303,88.3343,1,0.5000,8.7000
1.9000,1.8718,f_0.0,-92.2225,-1.6000,3.1175,88.0225,1,0.5000,8.7000
2.0000,1.3273,f_0.0,-91.8975,-1.6000,3.2502,87.6975,1,0.5000,8.7000
2.1000,1.8987,f_0.0,-91.5535,-1.6000,3.4400,87.3535,1,0.5000,8.7000
2.2000,2.1280,f_0.0,-91.1882,-1.6000,3.6528,86.9882,1,0.5000,8.7000
2.3000,1.6832,f_0.0,-90.8061,-1.6000,3.8212,86.6061,1,0.5000,8.7000
2.4000,2.4801,f_0.0,-90.3992,-1.6000,4.0692,86.1992,1,0.5000,8.7000
2.5000,2.0575,f_0.0,-89.9717,-1.6000,4.2749,85.7717,1,0.5000,8.7000
2.6000,1.7612,f_0.0,-89.5266,-1.6000,4.4510,85.3266,1,0.5000,8.7000
2.7000,1.3513,f_0.0,-89.0680,-1.6000,4.5862,84.8680,1,0.5000,8.7000
2.8000,2.5207,f_0.0,-88.5841,-1.6000,4.8382,84.3841,1,0.5000,8.7000
2.9000,1.6613,f_0.0,-88.0837,-1.6000,5.0044,83.8837,1,0.5000,8.7000
3.0000,2.5966,f_0.0,-87.5573,-1.6000,5.2640,83.3573,1,0.5000,8.7000
3.1000,2.0320,f_0.0,-87.0106,-1.6000,5.4672,82.8106,1,0.5000,8.7000
3.1000,0.0000,f_0.1,-94.9000,-1.6000,0.0000,90.7000,0,,
3.2000,2.5351,f_0.0,-86.4385,-1.6000,5.7207,82.2385,1,0.5000,8.7000
3.2000,2.5598,f_0.1,-94.8744,-1.6000,0.2560,90.6744,0,,
3.3000,1.5972,f_0.0,-85.8505,-1.6000,5.8805,81.6505,1,0.5000,8.7000
3.3000,2.5295,f_0.1,-94.8235,-1.6000,0.5089,90.6235,0,,
3.4000,1.3690,f_0.0,-85.2487,-1.6000,6.0174,81.0487,1,0.5000,8.7000
3.4000,2.5451,f_0.1,-94.7472,-1.6000,0.7634,90.5472,0,,
3.5000,1.8418,f_0.0,-84.6286,-1.6000,6.2015,80.4286,1,0.5000,8.7000
3.5000,2.5651,f_0.1,-94.6452,-1.6000,1.0199,90.4452,0,,
3.6000,1.7160,f_0.0,-83.9913,-1.6000,6.3731,79.7913,1,0.5000,8.7000
3.6000,2.5660,f_0.1,-94.5175,-1.6000,1.2765,90.3175,0,,
3.7000,1.8511,f_0.0,-83.3354,-1.6000,6.5583,79.1354,1,0.5000,8.7000
3.7000,2.3106,f_0.1,-94.3668,-1.6000,1.5076,90.1668,0,,
3.8000,1.3232,f_0.0,-82.6664,-1.6000,6.6906,78.4664,1,0.5000,8.7000
3.8000,2.3102,f_0.1,-94.1929,-1.6000,1.7386,89.9929,0,,
3.9000,2.2701,f_0.0,-81.9746,-1.6000,6.9176,77.7746,1,0.5000,8.7000
3.9000,2.3085,f_0.1,-93.9959,-1.6000,1.9695,89.7959,0,,
4.0000,2.0167,f_0.0,-81.2627,-1.6000,7.1193,77.0627,1,0.5000,8.7000
4.0000,2.2448,f_0.1,-93.7766,-1.6000,2.1940,89.5766,0,,
4.1000,2.1765,f_0.0,-80.5290,-1.6000,7.3369,76.3290,1,0.5000,8.7000
4.1000,2.1488,f_0.1,-93.5357,-1.6000,2.4088,89.3357,0,,
4.2000,1.4340,f_0.0,-79.7810,-1.6000,7.4803,75.5810,1,0.5000,8.7000
4.2000,1.6423,f_0.1,-93.2784,-1.6000,2.5731,89.0784,0,,
4.3000,1.7625,f_0.0,-79.0153,-1.6000,7.6566,74.8153,1,0.5000,8.7000
4.3000,1.7582,f_0.1,-93.0035,-1.6000,2.7489,88.8035,0,,
4.4000,2.4884,f_0.0,-78.2248,-1.6000,7.9054,74.0248,1,0.5000,8.7000
4.4000,1.3962,f_0.1,-92.7146,-1.6000,2.8885,88.5146,0,,
4.5000,2.5687,f_0.0,-77.4085,-1.6000,8.1623,73.2085,1,0.5000,8.7000
4.5000,1.6728,f_0.1,-92.4090,-1.6000,3.0558,88.2090,0,,
4.6000,2.1143,f_0.0,-76.5712,-1.6000,8.3737,72.3712,1,0.5000,8.7000
4.6000,1.3939,f_0.1,-92.0895,-1.6000,3.1952,87.8895,0,,
4.7000,2.4783,f_0.0,-75.7090,-1.6000,8.6215,71.5090,1,0.5000,8.7000
4.7000,2.4068,f_0.1,-91.7459,-1.6000,3.4358,87.5459,0,,
4.8000,1.6072,f_0.0,-74.8308,-1.6000,8.7823,70.6308,1,0.5000,8.7000
4.8000,1.4746,f_0.1,-91.3876,-1.6000,3.5833,87.1876,0,,
4.9000,1.5773,f_0.0,-73.9368,-1.6000,8.9400,69.7368,1,0.5000,8.7000
4.9000,1.7105,f_0.1,-91.0122,-1.6000,3.7544,86.8122,0,,
5.0000,1.5009,f_0.0,-73.0278,-1.6000,9.0901,68.8278,1,0.5000,8.7000
5.0000,2.4830,f_0.1,-90.6119,-1.6000,4.0026,86.4119,0,,
5.1000,1.8687,f_0.0,-72.1001,-1.6000,9.2769,67.9001,1,0.5000,8.7000
5.1000,1.5345,f_0.1,-90.1963,-1.6000,4.1561,85.9963,0,,
5.2000,1.9593,f_0.0,-71.1528,-1.6000,9.4729,66.9528,1,0.5000,8.7000
5.2000,1.4933,f_0.1,-89.7658,-1.6000,4.3054,85.5658,0,,
5.3000,1.7408,f_0.0,-70.1881,-1.6000,9.6470,65.9881,1,0.5000,8.7000
5.3000,1.4476,f_0.1,-89.3207,-1.6000,4.4502,85.1207,0,,
5.4000,1.3123,f_0.0,-69.2103,-1.6000,9.7782,65.0103,1,0.5000,8.7000
5.4000,2.1190,f_0.1,-88.8545,-1.6000,4.6621,84.6545,0,,
5.5000,1.9460,f_0.0,-68.2130,-1.6000,9.9728,64.0130,1,0.5000,8.7000
5.5000,2.4851,f_0.1,-88.3635,-1.6000,4.9106,84.1635,0,,
5.6000,2.1510,f_0.0,-67.1942,-1.6000,10.1879,62.9942,1,0.5000,8.7000
5.6000,1.7143,f_0.1,-87.8553,-1.6000,5.0820,83.6553,0,,
5.7000,1.9993,f_0.0,-66.1554,-1.6000,10.3878,61.9554,1,0.5000,8.7000
5.7000,2.0147,f_0.1,-87.3269,-1.6000,5.2835,83.1269,0,,
5.8000,1.4941,f_0.0,-65.1017,-1.6000,10.5372,60.9017,1,0.5000,8.7000
5.8000,2.3654,f_0.1,-86.7749,-1.6000,5.5200,82.5749,0,,
5.9000,1.8580,f_0.0,-64.0294,-1.6000,10.7230,59.8294,1,0.5000,8.7000
5.9000,1.7176,f_0.1,-86.2057,-1.6000,5.6918,82.0057,0,,
6.0000,2.2875,f_0.0,-62.9342,-1.6000,10.9518,58.7342,1,0.5000,8.7000
6.0000,2.3517,f_0.1,-85.6130,-1.6000,5.9270,81.4130,0,,
6.1000,1.7369,f_0.0,-61.8217,-1.6000,11.1255,57.6217,1,0.5000,8.7000
6.1000,1.5889,f_0.1,-85.0045,-1.6000,6.0859,80.8045,0,,
6.2000,1.4355,f_0.0,-60.6948,-1.6000,11.2690,56.4948,1,0.5000,8.7000
6.2000,1.4677,f_0.1,-84.3812,-1.6000,6.2326,80.1812,0,,
6.3000,1.9063,f_0.0,-59.5488,-1.6000,11.4597,55.3488,1,0.5000,8.7000
6.3000,1.3758,f_0.1,-83.7442,-1.6000,6.3702,79.5442,0,,
6.4000,1.3348,f_0.0,-58.3895,-1.6000,11.5931,54.1895,1,0.5000,8.7000
6.4000,1.4147,f_0.1,-83.0930,-1.6000,6.5117,78.8930,0,,
6.5000,1.4865,f_0.0,-57.2153,-1.6000,11.7418,53.0153,1,0.5000,8.7000
6.5000,2.1862,f_0.1,-82.4200,-1.6000,6.7303,78.2200,0,,
6.6000,1.5415,f_0.0,-56.0257,-1.6000,11.8959,51.8257,1,0.5000,8.7000
6.6000,2.0969,f_0.1,-81.7260,-1.6000,6.9400,77.5260,0,,
6.7000,1.9292,f_0.0,-54.8168,-1.6000,12.0889,50.6168,1,0.5000,8.7000
6.7000,1.3261,f_0.1,-81.0187,-1.6000,7.0726,76.8187,0,,
6.8000,2.5176,f_0.0,-53.5828,-1.6000,12.3406,49.3828,1,0.5000,8.7000
6.8000,1.6008,f_0.1,-80.2954,-1.6000,7.2327,76.0954,0,,
6.9000,1.7385,f_0.0,-52.3313,-1.6000,12.5145,48.1313,1,0.5000,8.7000
6.9000,1.8258,f_0.1,-79.5539,-1.6000,7.4153,75.3539,0,,
7.0000,1.5093,f_0.0,-51.0648,-1.6000,12.6654,46.8648,1,0.5000,8.7000
7.0000,2.4902,f_0.1,-78.7875,-1.6000,7.6643,74.5875,0,,
7.1000,2.2539,f_0.0,-49.7757,-1.6000,12.8908,45.5757,1,0.5000,8.7000
7.1000,2.5007,f_0.1,-77.9961,-1.6000,7.9144,73.7961,0,,
7.2000,2.1844,f_0.0,-48.4648,-1.6000,13.1092,44.2648,1,0.5000,8.7000
7.2000,2.1769,f_0.1,-77.1828,-1.6000,8.1320,72.9828,0,,
7.2000,0.0000,f_0.2,-94.9000,-1.6000,0.0000,90.7000,0,,
7.3000,2.4537,f_0.0,-47.1293,-1.6000,13.3546,42.9293,1,0.5000,8.7000
7.3000,2.4154,f_0.1,-76.3455,-1.6000,8.3736,72.1455,0,,
7.3000,2.5847,f_0.2,-94.8742,-1.6000,0.2585,90.6742,0,,
7.4000,1.6406,f_0.0,-45.7775,-1.6000,13.5187,41.5775,1,0.5000,8.7000
7.4000,1.6676,f_0.1,-75.4915,-1.6000,8.5403,71.2915,0,,
7.4000,2.5528,f_0.2,-94.8228,-1.6000,0.5137,90.6228,0,,
7.5000,1.6561,f_0.0,-44.4090,-1.6000,13.6843,40.2090,1,0.5000,8.7000
7.5000,2.5180,f_0.1,-74.6122,-1.6000,8.7921,70.4122,0,,
7.5000,2.3926,f_0.2,-94.7475,-1.6000,0.7530,90.5475,0,,
7.6000,2.4488,f_0.0,-43.0161,-1.6000,13.9292,38.8161,1,0.5000,8.7000
7.6000,1.6358,f_0.1,-73.7167,-1.6000,8.9557,69.5167,0,,
7.6000,2.5976,f_0.2,-94.6462,-1.6000,1.0128,90.4462,0,,
7.7000,1.7251,f_0.0,-41.6059,-1.6000,14.1017,37.4059,1,0.5000,8.7000
7.7000,2.1861,f_0.1,-72.7992,-1.6000,9.1743,68.5992,0,,
7.7000,2.2849,f_0.2,-94.5221,-1.6000,1.2413,90.3221,0,,
7.8000,1.6758,f_0.0,-40.1790,-1.6000,14.2693,35.9790,1,0.5000,8.7000
7.8000,2.2491,f_0.1,-71.8593,-1.6000,9.3992,67.6593,0,,
7.8000,2.3596,f_0.2,-94.3744,-1.6000,1.4772,90.1744,0,,
7.9000,1.4198,f_0.0,-38.7379,-1.6000,14.4112,34.5379,1,0.5000,8.7000
7.9000,1.8534,f_0.1,-70.9009,-1.6000,9.5846,66.7009,0,,
7.9000,2.4747,f_0.2,-94.2019,-1.6000,1.7247,90.0019,0,,
8.0000,2.2988,f_0.0,-37.2738,-1.6000,14.6411,33.0738,1,0.5000,8.7000
8.0000,1.3534,f_0.1,-69.9289,-1.6000,9.7199,65.7289,0,,
8.0000,1.7796,f_0.2,-94.0116,-1.6000,1.9027,89.8116,0,,
8.1000,0.1283,f_0.0,-35.8084,-1.6000,14.6539,31.6084,1,0.5000,8.7000
8.1000,2.5324,f_0.1,-68.9315,-1.6000,9.9732,64.7315,0,,
8.1000,2.5048,f_0.2,-93.7963,-1.6000,2.1531,89.5963,0,,
8.2000,-0.2428,f_0.0,-34.3454,-1.6000,14.6297,30.1454,1,0.5000,8.7000
8.2000,1.7254,f_0.1,-67.9170,-1.6000,10.1457,63.7170,0,,
8.2000,2.5842,f_0.2,-93.5551,-1.6000,2.4116,89.3551,0,,
8.3000,0.2713,f_0.0,-32.8797,-1.6000,14.6568,28.6797,1,0.5000,8.7000
8.3000,1.9338,f_0.1,-66.8831,-1.6000,10.3391,62.6831,0,,
8.3000,2.1221,f_0.2,-93.2928,-1.6000,2.6238,89.0928,0,,
8.4000,0.6409,f_0.0,-31.4077,-1.6000,14.7209,27.2077,1,0.5000,8.7000
8.4000,2.4650,f_0.1,-65.8245,-1.6000,10.5856,61.6245,0,,
8.4000,2.3800,f_0.2,-93.0066,-1.6000,2.8618,88.8066,0,,
8.5000,-0.1862,f_0.0,-29.9374,-1.6000,14.7022,25.7374,1,0.5000,8.7000
8.5000,1.4720,f_0.1,-64.7512,-1.6000,10.7328,60.5512,0,,
8.5000,2.3519,f_0.2,-92.6969,-1.6000,3.0970,88.4969,0,,
8.6000,0.0610,f_0.0,-28.4666,-1.6000,14.7083,24.2666,1,0.5000,8.7000
8.6000,2.5162,f_0.1,-63.6528,-1.6000,10.9844,59.4528,0,,
8.6000,2.4893,f_0.2,-92.3623,-1.6000,3.3459,88.1623,0,,
8.7000,-4.5000,f_0.0,-27.0408,-1.6000,14.2583,22.8408,1,0.5000,8.7000
8.7000,2.5729,f_0.1,-62.5286,-1.6000,11.2417,58.3286,0,,
8.7000,2.1323,f_0.2,-92.0064,-1.6000,3.5591,87.8064,0,,
8.8000,-4.5000,f_0.0,-25.6599,-1.6000,13.8083,21.4599,1,0.5000,8.7000
8.8000,1.8243,f_0.1,-61.3862,-1.6000,11.4241,57.1862,0,,
8.8000,2.0868,f_0.2,-91.6296,-1.6000,3.7678,87.4296,0,,
8.9000,-4.5000,f_0.0,-24.3241,-1.6000,13.3583,20.1241,1,0.5000,8.7000
8.9000,2.2279,f_0.1,-60.2215,-1.6000,11.6469,56.0215,0,,
8.9000,2.1449,f_0.2,-91.2314,-1.6000,3.9823,87.0314,0,,
9.0000,-4.5000,f_0.0,-23.0333,-1.6000,12.9083,18.8333,1,0.5000,8.7000
9.0000,1.5764,f_0.1,-59.0411,-1.6000,11.8045,54.8411,0,,
9.0000,2.4965,f_0.2,-90.8082,-1.6000,4.2319,86.6082,0,,
9.1000,-4.2282,f_0.0,-21.7847,-1.6000,12.4855,17.5847,1,0.5000,8.7000
9.1000,2.3008,f_0.1,-57.8376,-1.6000,12.0346,53.6376,0,,
9.1000,1.3842,f_0.2,-90.3712,-1.6000,4.3704,86.1712,0,,
9.2000,-4.5000,f_0.0,-20.5812,-1.6000,12.0355,16.3812,1,0.5000,8.7000
9.2000,2.3813,f_0.1,-56.6103,-1.6000,12.2727,52.4103,0,,
9.2000,1.7647,f_0.2,-89.9165,-1.6000,4.5468,85.7165,0,,
9.3000,-4.4386,f_0.0,-19.4220,-1.6000,11.5917,15.2220,1,0.5000,8.7000
9.3000,1.7071,f_0.1,-55.3660,-1.6000,12.4435,51.1660,0,,
9.3000,1.7461,f_0.2,-89.4443,-1.6000,4.7214,85.2443,0,,
9.4000,-4.5000,f_0.0,-18.3078,-1.6000,11.1417,14.1078,1,0.5000,8.7000
9.4000,2.2170,f_0.1,-54.0995,-1.6000,12.6652,49.8995,0,,
9.4000,2.4042,f_0.2,-88.9482,-1.6000,4.9619,84.7482,0,,
9.5000,-4.5000,f_0.0,-17.2387,-1.6000,10.6917,13.0387,1,0.5000,8.7000
9.5000,1.8322,f_0.1,-52.8146,-1.6000,12.8484,48.6146,0,,
9.5000,2.2387,f_0.2,-88.4296,-1.6000,5.1857,84.2296,0,,
9.6000,-4.5000,f_0.0,-16.2145,-1.6000,10.2417,12.0145,1,0.5000,8.7000
9.6000,1.5089,f_0.1,-51.5147,-1.6000,12.9993,47.3147,0,,
9.6000,1.3232,f_0.2,-87.8978,-1.6000,5.3181,83.6978,0,,
9.7000,-4.5000,f_0.0,-15.2353,-1.6000,9.7917,11.0353,1,0.5000,8.7000
9.7000,-0.6905,f_0.1,-50.2217,-1.6000,12.9302,46.0217,0,,
9.7000,1.5510,f_0.2,-87.3505,-1.6000,5.4732,83.1505,0,,
9.7000,0.0000,f_0.3,-94.9000,-1.6000,0.0000,90.7000,0,,
9.8000,-4.3585,f_0.0,-14.2997,-1.6000,9.3558,10.0997,1,0.5000,8.7000
9.8000,0.3855,f_0.1,-48.9248,-1.6000,12.9688,44.7248,0,,
9.8000,2.2203,f_0.2,-86.7809,-1.6000,5.6952,82.5809,0,,
9.8000,2.5564,f_0.3,-94.8744,-1.6000,0.2556,90.6744,0,,
9.9000,-4.5000,f_0.0,-13.4092,-1.6000,8.9058,9.2092,1,0.5000,8.7000
9.9000,0.4814,f_0.1,-47.6231,-1.6000,13.0169,43.4231,0,,
9.9000,1.7772,f_0.2,-86.1937,-1.6000,5.8729,81.9937,0,,
9.9000,2.5962,f_0.3,-94.8229,-1.6000,0.5153,90.6229,0,,
10.0000,-4.5000,f_0.0,-12.5636,-1.6000,8.4558,8.3636,1,0.5000,8.7000
10.0000,-1.0185,f_0.1,-46.3316,-1.6000,12.9150,42.1316,0,,
10.0000,1.5330,f_0.2,-85.5910,-1.6000,6.0262,81.3910,0,,
10.0000,2.5284,f_0.3,-94.7461,-1.6000,0.7681,90.5461,0,,
10.1000,-4.4779,f_0.0,-11.7628,-1.6000,8.0080,7.5628,1,0.5000,8.7000
10.1000,0.6628,f_0.1,-45.0335,-1.6000,12.9813,40.8335,0,,
10.1000,1.8557,f_0.2,-84.9699,-1.6000,6.2118,80.7699,0,,
10.1000,2.2064,f_0.3,-94.6472,-1.6000,0.9888,90.4472,0,,
10.2000,-4.5000,f_0.0,-11.0070,-1.6000,7.5580,6.8070,1,0.5000,8.7000
10.2000,-0.1674,f_0.1,-43.7370,-1.6000,12.9646,39.5370,0,,
10.2000,2.1475,f_0.2,-84.3272,-1.6000,6.4265,80.1272,0,,
10.2000,2.2994,f_0.3,-94.5254,-1.6000,1.2187,90.3254,0,,
10.3000,-4.5000,f_0.0,-10.2962,-1.6000,7.1080,6.0962,1,0.5000,8.7000
10.3000,0.2868,f_0.1,-42.4377,-1.6000,12.9933,38.2377,0,,
10.3000,2.1802,f_0.2,-83.6628,-1.6000,6.6445,79.4628,0,,
10.3000,2.0946,f_0.3,-94.3825,-1.6000,1.4282,90.1825,0,,
10.4000,-4.5000,f_0.0,-9.6304,-1.6000,6.6580,5.4304,1,0.5000,8.7000
10.4000,-4.2280,f_0.1,-41.1807,-1.6000,12.5705,36.9807,0,,
10.4000,2.3539,f_0.2,-82.9748,-1.6000,6.8799,78.7748,0,,
10.4000,2.4281,f_0.3,-94.2154,-1.6000,1.6710,90.0154,0,,
10.5000,-4.5000,f_0.0,-9.0096,-1.6000,6.2080,4.8096,1,0.5000,8.7000
10.5000,-3.0185,f_0.1,-39.9538,-1.6000,12.2686,35.7538,0,,
10.5000,1.7490,f_0.2,-82.2693,-1.6000,7.0548,78.0693,0,,
10.5000,2.0551,f_0.3,-94.0278,-1.6000,1.8765,89.8278,0,,
10.6000,-4.5000,f_0.0,-8.4338,-1.6000,5.7580,4.2338,1,0.5000,8.7000
10.6000,-3.5232,f_0.1,-38.7622,-1.6000,11.9163,34.5622,0,,
10.6000,1.8398,f_0.2,-81.5454,-1.6000,7.2388,77.3454,0,,
10.6000,2.3460,f_0.3,-93.8167,-1.6000,2.1111,89.6167,0,,
10.7000,-4.5000,f_0.0,-7.9030,-1.6000,5.3080,3.7030,1,0.5000,8.7000
10.7000,-2.4526,f_0.1,-37.5951,-1.6000,11.6710,33.3951,0,,
10.7000,1.3770,f_0.2,-80.8077,-1.6000,7.3765,76.6077,0,,
10.7000,2.3269,f_0.3,-93.5823,-1.6000,2.3438,89.3823,0,,
10.8000,-4.5000,f_0.0,-7.4172,-1.6000,4.8580,3.2172,1,0.5000,8.7000
10.8000,-3.8771,f_0.1,-36.4667,-1.6000,11.2833,32.2667,0,,
10.8000,2.1736,f_0.2,-80.0484,-1.6000,7.5939,75.8484,0,,
10.8000,1.8347,f_0.3,-93.3296,-1.6000,2.5272,89.1296,0,,
10.9000,-4.5000,f_0.0,-6.9764,-1.6000,4.4080,2.7764,1,0.5000,8.7000
10.9000,-3.2428,f_0.1,-35.3708,-1.6000,10.9590,31.1708,0,,
10.9000,2.4056,f_0.2,-79.2649,-1.6000,7.8344,75.0649,0,,
10.9000,2.3555,f_0.3,-93.0533,-1.6000,2.7628,88.8533,0,,
11.0000,-4.5000,f_0.0,-6.5805,-1.6000,3.9580,2.3805,1,0.5000,8.7000
11.0000,-3.6225,f_0.1,-34.3112,-1.6000,10.5968,30.1112,0,,
11.0000,1.9572,f_0.2,-78.4619,-1.6000,8.0301,74.2619,0,,
11.0000,1.3290,f_0.3,-92.7637,-1.6000,2.8957,88.5637,0,,
11.1000,-4.4807,f_0.0,-6.2296,-1.6000,3.5100,2.0296,1,0.5000,8.7000
11.1000,-2.8162,f_0.1,-33.2796,-1.6000,10.3152,29.0796,0,,
11.1000,2.2701,f_0.2,-77.6362,-1.6000,8.2572,73.4362,0,,
11.1000,2.4688,f_0.3,-92.4495,-1.6000,3.1426,88.2495,0,,
11.2000,-4.2294,f_0.0,-5.9209,-1.6000,3.0870,1.7209,1,0.5000,8.7000
11.2000,-3.6344,f_0.1,-32.2845,-1.6000,9.9517,28.0845,0,,
11.2000,2.0507,f_0.2,-76.7900,-1.6000,8.4622,72.5900,0,,
11.2000,2.1616,f_0.3,-92.1136,-1.6000,3.3587,87.9136,0,,
11.3000,-4.5000,f_0.0,-5.6571,-1.6000,2.6370,1.4571,1,0.5000,8.7000
11.3000,-2.9019,f_0.1,-31.3183,-1.6000,9.6615,27.1183,0,,
11.3000,1.4729,f_0.2,-75.9290,-1.6000,8.6095,71.7290,0,,
11.3000,1.3755,f_0.3,-91.7640,-1.6000,3.4963,87.5640,0,,
11.4000,-4.3104,f_0.0,-5.4366,-1.6000,2.2060,1.2366,1,0.5000,8.7000
11.4000,-3.3398,f_0.1,-30.3856,-1.6000,9.3275,26.1856,0,,
11.4000,2.2984,f_0.2,-75.0451,-1.6000,8.8394,70.8451,0,,
11.4000,2.4445,f_0.3,-91.3899,-1.6000,3.7407,87.1899,0,,
11.5000,-4.5000,f_0.0,-5.2610,-1.6000,1.7560,1.0610,1,0.5000,8.7000
11.5000,-2.9366,f_0.1,-29.4822,-1.6000,9.0339,25.2822,0,,
11.5000,1.7541,f_0.2,-74.1436,-1.6000,9.0148,69.9436,0,,
11.5000,1.9227,f_0.3,-90.9966,-1.6000,3.9330,86.7966,0,,
11.6000,-4.5000,f_0.0,-5.1304,-1.6000,1.3060,0.9304,1,0.5000,8.7000
11.6000,-2.8164,f_0.1,-28.6069,-1.6000,8.7523,24.4069,0,,
11.6000,2.0161,f_0.2,-73.2220,-1.6000,9.2164,69.0220,0,,
11.6000,2.4564,f_0.3,-90.5787,-1.6000,4.1786,86.3787,0,,
11.7000,-4.3989,f_0.0,-5.0437,-1.6000,0.8661,0.8437,1,0.5000,8.7000
11.7000,-2.9167,f_0.1,-27.7609,-1.6000,8.4606,23.5609,0,,
11.7000,1.5367,f_0.2,-72.2850,-1.6000,9.3700,68.0850,0,,
11.7000,1.3083,f_0.3,-90.1478,-1.6000,4.3095,85.9478,0,,
11.8000,-4.4181,f_0.0,-5.0013,-1.6000,0.4243,0.8013,1,0.5000,8.7000
11.8000,-2.8014,f_0.1,-26.9428,-1.6000,8.1804,22.7428,0,,
11.8000,1.6141,f_0.2,-71.3318,-1.6000,9.5315,67.1318,0,,
11.8000,1.6535,f_0.3,-89.7003,-1.6000,4.4748,85.5003,0,,
11.9000,-4.2119,f_0.0,-5.0010,-1.6000,0.0031,0.8010,1,0.5000,8.7000
11.9000,-3.9893,f_0.1,-26.1647,-1.6000,7.7815,21.9647,0,,
11.9000,1.6759,f_0.2,-70.3619,-1.6000,9.6990,66.1619,0,,
11.9000,1.8790,f_0.3,-89.2341,-1.6000,4.6627,85.0341,0,,
12.0000,-0.0298,f_0.0,-5.0010,-1.6000,0.0001,0.8010,1,0.5000,8.7000
12.0000,-2.5832,f_0.1,-25.4124,-1.6000,7.5232,21.2124,0,,
12.0000,1.8123,f_0.2,-69.3739,-1.6000,9.8803,65.1739,0,,
12.0000,2.1003,f_0.3,-88.7468,-1.6000,4.8727,84.5468,0,,
12.1000,-0.0010,f_0.0,-5.0010,-1.6000,0.0000,0.8010,1,0.5000,8.7000
12.1000,-2.9024,f_0.1,-24.6891,-1.6000,7.2330,20.4891,0,,
12.1000,1.8096,f_0.2,-68.3678,-1.6000,10.0612,64.1678,0,,
12.1000,2.3809,f_0.3,-88.2357,-1.6000,5.1108,84.0357,0,,
12.2000,0.0000,f_0.0,-5.0010,-1.6000,0.0000,0.8010,1,0.5000,8.7000
12.2000,-2.5309,f_0.1,-23.9911,-1.6000,6.9799,19.7911,0,,
12.2000,1.6072,f_0.2,-67.3456,-1.6000,10.2219,63.1456,0,,
12.2000,1.9791,f_0.3,-87.7048,-1.6000,5.3087,83.5048,0,,
12.3000,0.0000,f_0.0,-5.0010,-1.6000,0.0000,0.8010,1,0.5000,8.7000
12.3000,-3.1144,f_0.1,-23.3242,-1.6000,6.6684,19.1242,0,,
12.3000,1.5934,f_0.2,-66.3074,-1.6000,10.3813,62.1074,0,,
12.3000,2.5025,f_0.3,-87.1489,-1.6000,5.5590,82.9489,0,,
12.3000,0.0000,f_0.4,-94.9000,-1.6000,0.0000,90.7000,0,,
12.4000,0.0000,f_0.0,-5.0010,-1.6000,0.0000,0.8010,1,0.5000,8.7000
12.4000,-2.2203,f_0.1,-22.6796,-1.6000,6.4464,18.4796,0,,
12.4000,1.6420,f_0.2,-65.2529,-1.6000,10.5455,61.0529,0,,
12.4000,2.0898,f_0.3,-86.5721,-1.6000,5.7680,82.3721,0,,
12.4000,2.4795,f_0.4,-94.8752,-1.6000,0.2480,90.6752,0,,
12.5000,0.0000,f_0.0,-5.0010,-1.6000,0.0000,0.8010,1,0.5000,8.7000
12.5000,-3.6249,f_0.1,-22.0712,-1.6000,6.0839,17.8712,0,,
12.5000,1.7970,f_0.2,-64.1804,-1.6000,10.7252,59.9804,0,,
12.5000,2.3903,f_0.3,-85.9714,-1.6000,6.0070,81.7714,0,,
12.5000,2.5119,f_0.4,-94.8253,-1.6000,0.4991,90.6253,0,,
12.6000,0.0000,f_0.0,-5.0010,-1.6000,0.0000,0.8010,1,0.5000,8.7000
12.6000,-1.4590,f_0.1,-21.4774,-1.6000,5.9380,17.2774,0,,
12.6000,2.5315,f_0.2,-63.0825,-1.6000,10.9783,58.8825,0,,
12.6000,1.9793,f_0.3,-85.3509,-1.6000,6.2049,81.1509,0,,
